route_id,origin_id,destination_id,distance,average_hours
R-23a9a043,C-2bd47dc5,C-451776b7,2444.36,48.89
R-8371f0fb,C-2bd47dc5,C-d80a1e7d,641.57,12.83
R-bfacd8a4,C-2bd47dc5,C-c92599e2,1902.4,38.05
R-9a984f09,C-2bd47dc5,C-731988ba,2317.97,46.36
R-e0ac87d2,C-2bd47dc5,C-639c5e36,1943.16,38.86
R-4154d9f1,C-2bd47dc5,C-a9f2c329,878.33,17.57
R-7d47e8d6,C-2bd47dc5,C-c7cacd1d,263.46,5.27
R-f2d77d8e,C-2bd47dc5,C-ef47bdcd,1633.3,32.67
R-918a37bc,C-2bd47dc5,C-84f378bb,1259.42,25.19
R-2f3c1a82,C-2bd47dc5,C-c4565ee8,474.14,9.48
R-c448ec95,C-2bd47dc5,C-6ea51d66,36.05,0.72
R-65030b66,C-2bd47dc5,C-ff8c0c3c,1094.75,21.9
R-f40785c2,C-2bd47dc5,C-e5bfb4e5,840.31,16.81
R-3f73b346,C-2bd47dc5,C-3dbd8b2e,2440.23,48.8
R-2b78f790,C-2bd47dc5,C-7212cebe,930.89,18.62
R-b9e8c2e0,C-2bd47dc5,C-b6e04c88,880.87,17.62
R-3bc91a35,C-2bd47dc5,C-01660979,3.9,0.08
R-574d6661,C-2bd47dc5,C-f8f01604,5430.33,108.61
R-c6fece3d,C-2bd47dc5,C-280b55fb,475.27,9.51
R-f93b30d7,C-2bd47dc5,C-f5ed4c15,6737.12,134.74
R-ba94e193,C-2bd47dc5,C-6df8beaf,878.65,17.57
R-847ea29d,C-2bd47dc5,C-b25a09de,277.85,5.56
R-a653135f,C-2bd47dc5,C-419cd14c,1429.98,28.6
R-bbce6006,C-2bd47dc5,C-9bbf5d8a,429.1,8.58
R-00b69c21,C-2bd47dc5,C-40a81eb1,160.91,3.22
R-2676bc69,C-2bd47dc5,C-2c9e75ef,1323.45,26.47
R-7f2c4c70,C-2bd47dc5,C-03bb3e48,1185.3,23.71
R-229cba37,C-2bd47dc5,C-19236709,902.66,18.05
R-0711b199,C-2bd47dc5,C-fc66f0ab,802.98,16.06
R-8e4a4058,C-2bd47dc5,C-b5ff31cd,158.59,3.17
R-c0f549e9,C-2bd47dc5,C-5d86b887,201.92,4.04
R-18b58420,C-2bd47dc5,C-2aaf0e1a,203.03,4.06
R-de094a89,C-2bd47dc5,C-34ae77b0,9867.19,197.34
R-b19e5aa0,C-2bd47dc5,C-d9e9d934,286.28,5.73
R-af79b43a,C-2bd47dc5,C-b5282c3b,618.34,12.37
R-3a311126,C-2bd47dc5,C-d3bb431c,4694.11,93.88
R-6d4858a1,C-2bd47dc5,C-825b2625,860.48,17.21
R-1ec2684e,C-2bd47dc5,C-90e30162,952.76,19.06
R-3928e104,C-2bd47dc5,C-2e349ccd,7624.34,152.49
R-c3bd7d11,C-2bd47dc5,C-56b68559,910.01,18.2
R-e6683268,C-2bd47dc5,C-328bd8d3,518.94,10.38
R-6a026d21,C-2bd47dc5,C-841ebdcb,1410.19,28.2
R-7f5fab73,C-2bd47dc5,C-e6dcda92,1141.03,22.82
R-a129c29c,C-2bd47dc5,C-594514f8,670.64,13.41
R-25a62039,C-b25a09de,C-927ceb5e,672.64,13.45
R-ccfd7062,C-b25a09de,C-56e39a5e,1816.14,36.32
R-f5b1cd70,C-b25a09de,C-73ae5412,2148.42,42.97
R-9b3ccf0c,C-b25a09de,C-4fe0fa24,5827.55,116.55
R-46feb579,C-b25a09de,C-451776b7,2184.68,43.69
R-6a0e52cf,C-b25a09de,C-d80a1e7d,379.11,7.58
R-a8c32c8e,C-b25a09de,C-c92599e2,1715.93,34.32
R-2a9811f0,C-b25a09de,C-731988ba,2261.18,45.22
R-08617151,C-b25a09de,C-639c5e36,1722.0,34.44
R-7278d1fc,C-b25a09de,C-a9f2c329,637.33,12.75
R-a8370e6d,C-b25a09de,C-c7cacd1d,247.63,4.95
R-199223bb,C-b25a09de,C-ef47bdcd,1379.59,27.59
R-abbcdcd3,C-b25a09de,C-84f378bb,989.85,19.8
R-b67a5015,C-b25a09de,C-c4565ee8,220.48,4.41
R-8a94b6f8,C-b25a09de,C-6ea51d66,311.55,6.23
R-18468971,C-b25a09de,C-ff8c0c3c,833.74,16.67
R-daa19a0d,C-b25a09de,C-e5bfb4e5,649.03,12.98
R-8aae4f7a,C-b25a09de,C-3dbd8b2e,2235.81,44.72
R-83e7feed,C-b25a09de,C-7212cebe,727.48,14.55
R-86cd69e0,C-b25a09de,C-b6e04c88,612.99,12.26
R-a0fcbe48,C-b25a09de,C-01660979,281.21,5.62
R-2968d2b4,C-b25a09de,C-f8f01604,5704.93,114.1
R-0064d80c,C-b25a09de,C-280b55fb,235.01,4.7
R-e2c769a9,C-b25a09de,C-f5ed4c15,6941.8,138.84
R-556d1974,C-b25a09de,C-6df8beaf,626.3,12.53
R-bf5dcd41,C-b25a09de,C-2bd47dc5,277.85,5.56
R-cf907a12,C-b25a09de,C-419cd14c,1156.38,23.13
R-7c82dd63,C-b25a09de,C-9bbf5d8a,231.09,4.62
R-55befc69,C-b25a09de,C-40a81eb1,438.02,8.76
R-9e7ea58a,C-b25a09de,C-2c9e75ef,1049.19,20.98
R-220a7863,C-b25a09de,C-03bb3e48,988.03,19.76
R-07d1e2c0,C-b25a09de,C-19236709,640.97,12.82
R-2d824844,C-b25a09de,C-fc66f0ab,566.1,11.32
R-faedd5db,C-b25a09de,C-b5ff31cd,426.02,8.52
R-287c6b56,C-b25a09de,C-5d86b887,115.7,2.31
R-a81fdda0,C-b25a09de,C-2aaf0e1a,104.82,2.1
R-d6060970,C-b25a09de,C-34ae77b0,9601.68,192.03
R-57415f04,C-b25a09de,C-d9e9d934,246.53,4.93
R-d6f3f12d,C-b25a09de,C-b5282c3b,419.75,8.4
R-7c6654cb,C-b25a09de,C-d3bb431c,4951.66,99.03
R-6b41cca0,C-b25a09de,C-825b2625,606.58,12.13
R-b32aae1c,C-b25a09de,C-90e30162,681.4,13.63
R-628e7ddb,C-b25a09de,C-2e349ccd,7846.04,156.92
R-cf8fd0e5,C-b25a09de,C-56b68559,704.98,14.1
R-28513520,C-b25a09de,C-328bd8d3,270.15,5.4
R-8d03a72c,C-b25a09de,C-841ebdcb,1138.14,22.76
R-554ecdcc,C-b25a09de,C-e6dcda92,893.02,17.86
R-965a0754,C-b25a09de,C-594514f8,439.84,8.8
R-b2334f87,C-419cd14c,C-927ceb5e,860.1,17.2
R-235c7b3f,C-419cd14c,C-56e39a5e,904.14,18.08
R-b4e5013e,C-419cd14c,C-73ae5412,1362.99,27.26
R-91681ef8,C-419cd14c,C-4fe0fa24,6910.51,138.21
R-b92dc937,C-419cd14c,C-451776b7,1355.44,27.11
R-2a8dd42b,C-419cd14c,C-d80a1e7d,879.04,17.58
R-5f61e352,C-419cd14c,C-c92599e2,1095.32,21.91
R-e6950f9c,C-419cd14c,C-731988ba,2130.68,42.61
R-e391f79a,C-419cd14c,C-639c5e36,1319.55,26.39
R-a5085bff,C-419cd14c,C-a9f2c329,851.76,17.04
R-7421d2b4,C-419cd14c,C-c7cacd1d,1332.37,26.65
R-7ac39732,C-419cd14c,C-ef47bdcd,827.24,16.54
R-8d2c0e4f,C-419cd14c,C-84f378bb,520.28,10.41
R-76fc375e,C-419cd14c,C-c4565ee8,1019.19,20.38
R-ef1051af,C-419cd14c,C-6ea51d66,1465.12,29.3
R-8514fd9a,C-419cd14c,C-ff8c0c3c,656.6,13.13
R-a5d2c5e7,C-419cd14c,C-e5bfb4e5,1065.56,21.31
R-4cc0ccb8,C-419cd14c,C-3dbd8b2e,1826.69,36.53
R-48c8a68b,C-419cd14c,C-7212cebe,1019.41,20.39
R-4b2be088,C-419cd14c,C-b6e04c88,691.51,13.83
R-6871d22e,C-419cd14c,C-01660979,1432.97,28.66
R-dffb1d8a,C-419cd14c,C-f8f01604,6793.23,135.86
R-c6a07410,C-419cd14c,C-280b55fb,1040.66,20.81
R-483052d7,C-419cd14c,C-f5ed4c15,7913.4,158.27
R-7ce7768c,C-419cd14c,C-6df8beaf,791.64,15.83
R-b3146c56,C-419cd14c,C-2bd47dc5,1429.98,28.6
R-46ed5368,C-419cd14c,C-b25a09de,1156.38,23.13
R-7738be4f,C-419cd14c,C-9bbf5d8a,1037.74,20.75
R-ce4fac74,C-419cd14c,C-40a81eb1,1590.79,31.82
R-ff0ca7ba,C-419cd14c,C-2c9e75ef,419.29,8.39
R-34142a85,C-419cd14c,C-03bb3e48,1091.49,21.83
R-0f83fcfd,C-419cd14c,C-19236709,723.52,14.47
R-25623b63,C-419cd14c,C-fc66f0ab,893.86,17.88
R-23d7072e,C-419cd14c,C-b5ff31cd,1582.27,31.65
R-0371bf56,C-419cd14c,C-5d86b887,1233.32,24.67
R-cddccda5,C-419cd14c,C-2aaf0e1a,1252.05,25.04
R-d47a0ddb,C-419cd14c,C-34ae77b0,8546.44,170.93
R-4551ba87,C-419cd14c,C-d9e9d934,1234.57,24.69
R-d1a6a43c,C-419cd14c,C-b5282c3b,1066.76,21.34
R-4e1debbd,C-419cd14c,C-d3bb431c,6089.51,121.79
R-ce329acd,C-419cd14c,C-825b2625,790.65,15.81
R-74009ff3,C-419cd14c,C-90e30162,478.08,9.56
R-0d71b972,C-419cd14c,C-2e349ccd,8556.16,171.12
R-d05bdb8d,C-419cd14c,C-56b68559,1012.1,20.24
R-ad9044ec,C-419cd14c,C-328bd8d3,997.93,19.96
R-c1693784,C-419cd14c,C-841ebdcb,41.52,0.83
R-aebd378e,C-419cd14c,C-e6dcda92,762.46,15.25
R-ecc7c81d,C-419cd14c,C-594514f8,963.76,19.28
R-4d24f472,C-9bbf5d8a,C-927ceb5e,755.31,15.11
R-710ad4ef,C-9bbf5d8a,C-56e39a5e,1617.66,32.35
R-d4ba313e,C-9bbf5d8a,C-73ae5412,2157.81,43.16
R-a14fb70f,C-9bbf5d8a,C-4fe0fa24,6020.14,120.4
R-98ddfa71,C-9bbf5d8a,C-451776b7,2184.7,43.69
R-3526206b,C-9bbf5d8a,C-d80a1e7d,445.41,8.91
R-c7ed268f,C-9bbf5d8a,C-c92599e2,1493.09,29.86
R-4bf2b440,C-9bbf5d8a,C-731988ba,2039.82,40.8
R-6fd2b983,C-9bbf5d8a,C-639c5e36,1795.25,35.9
R-c90e11b7,C-9bbf5d8a,C-a9f2c329,717.3,14.35
R-97858aa8,C-9bbf5d8a,C-c7cacd1d,478.18,9.56
R-db916102,C-9bbf5d8a,C-ef47bdcd,1404.13,28.08
R-48ee4120,C-9bbf5d8a,C-84f378bb,980.64,19.61
R-825a9519,C-9bbf5d8a,C-c4565ee8,349.44,6.99
R-2ec89c60,C-9bbf5d8a,C-6ea51d66,464.88,9.3
R-599bf80b,C-9bbf5d8a,C-ff8c0c3c,858.38,17.17
R-f154d2c0,C-9bbf5d8a,C-e5bfb4e5,790.34,15.81
R-370be4ba,C-9bbf5d8a,C-3dbd8b2e,2324.09,46.48
R-ab336987,C-9bbf5d8a,C-7212cebe,851.6,17.03
R-0ecac6ac,C-9bbf5d8a,C-b6e04c88,631.09,12.62
R-c63f84b7,C-9bbf5d8a,C-01660979,431.05,8.62
R-59666ae0,C-9bbf5d8a,C-f8f01604,5769.19,115.38
R-3052b877,C-9bbf5d8a,C-280b55fb,380.84,7.62
R-cf8a075b,C-9bbf5d8a,C-f5ed4c15,7155.01,143.1
R-7ade0c44,C-9bbf5d8a,C-6df8beaf,685.49,13.71
R-ec63e5e9,C-9bbf5d8a,C-2bd47dc5,429.1,8.58
R-e7a4561b,C-9bbf5d8a,C-b25a09de,231.09,4.62
R-48cfa4e6,C-9bbf5d8a,C-419cd14c,1037.74,20.75
R-9448525d,C-9bbf5d8a,C-40a81eb1,581.1,11.62
R-c0901e00,C-9bbf5d8a,C-2c9e75ef,1016.34,20.33
R-f9aa6c3b,C-9bbf5d8a,C-03bb3e48,1106.56,22.13
R-2318330f,C-9bbf5d8a,C-19236709,676.23,13.52
R-4e60bbb1,C-9bbf5d8a,C-fc66f0ab,659.26,13.19
R-12ddb8e4,C-9bbf5d8a,C-b5ff31cd,587.51,11.75
R-413d3644,C-9bbf5d8a,C-5d86b887,230.95,4.62
R-8ad0ebe0,C-9bbf5d8a,C-2aaf0e1a,326.7,6.53
R-9ad2edb9,C-9bbf5d8a,C-34ae77b0,9561.03,191.22
R-5b231705,C-9bbf5d8a,C-d9e9d934,197.59,3.95
R-a4414068,C-9bbf5d8a,C-b5282c3b,575.68,11.51
R-e8829554,C-9bbf5d8a,C-d3bb431c,5120.11,102.4
R-74001f44,C-9bbf5d8a,C-825b2625,664.12,13.28
R-b33a8b27,C-9bbf5d8a,C-90e30162,563.67,11.27
R-25beb4f0,C-9bbf5d8a,C-2e349ccd,7791.66,155.83
R-5fb4c6db,C-9bbf5d8a,C-56b68559,828.73,16.57
R-f3b100d6,C-9bbf5d8a,C-328bd8d3,392.35,7.85
R-4564770c,C-9bbf5d8a,C-841ebdcb,1012.99,20.26
R-ddfed5ea,C-9bbf5d8a,C-e6dcda92,944.42,18.89
R-af1c0f31,C-9bbf5d8a,C-594514f8,556.81,11.14
R-e359ad00,C-40a81eb1,C-927ceb5e,1048.57,20.97
R-72d8eb33,C-40a81eb1,C-56e39a5e,2192.82,43.86
R-d21dee01,C-40a81eb1,C-73ae5412,2546.36,50.93
R-18dd8f1b,C-40a81eb1,C-4fe0fa24,5445.81,108.92
R-0427a2cf,C-40a81eb1,C-451776b7,2588.97,51.78
R-90fe80ff,C-40a81eb1,C-d80a1e7d,793.44,15.87
R-71b485a0,C-40a81eb1,C-c92599e2,2031.49,40.63
R-f0ebe2d0,C-40a81eb1,C-731988ba,2381.68,47.63
R-ab438df4,C-40a81eb1,C-639c5e36,2065.64,41.31
R-774ecab4,C-40a81eb1,C-a9f2c329,1018.36,20.37
R-24564901,C-40a81eb1,C-c7cacd1d,368.7,7.37
R-0c7e382b,C-40a81eb1,C-ef47bdcd,1775.62,35.51
R-b69ad412,C-40a81eb1,C-84f378bb,1412.2,28.24
R-b7f48a19,C-40a81eb1,C-c4565ee8,625.54,12.51
R-11bc2140,C-40a81eb1,C-6ea51d66,126.47,2.53
R-1c52399b,C-40a81eb1,C-ff8c0c3c,1243.05,24.86
R-67f6f53b,C-40a81eb1,C-e5bfb4e5,958.67,19.17
R-9e2d0bf4,C-40a81eb1,C-3dbd8b2e,2551.17,51.02
R-058f99b5,C-40a81eb1,C-7212cebe,1052.88,21.06
R-2c44d4cc,C-40a81eb1,C-b6e04c88,1033.73,20.67
R-ea0491d1,C-40a81eb1,C-01660979,157.85,3.16
R-2eef6664,C-40a81eb1,C-f8f01604,5275.52,105.51
R-e77d76f2,C-40a81eb1,C-280b55fb,622.76,12.46
R-b22bf96b,C-40a81eb1,C-f5ed4c15,6605.86,132.12
R-ca7205a6,C-40a81eb1,C-6df8beaf,1023.91,20.48
R-fa1eb8ff,C-40a81eb1,C-2bd47dc5,160.91,3.22
R-5beef1d0,C-40a81eb1,C-b25a09de,438.02,8.76
R-e20aadae,C-40a81eb1,C-419cd14c,1590.79,31.82
R-7febd21f,C-40a81eb1,C-9bbf5d8a,581.1,11.62
R-d67b5f4c,C-40a81eb1,C-2c9e75ef,1479.33,29.59
R-cfc0dbf5,C-40a81eb1,C-03bb3e48,1300.45,26.01
R-ea4bf2c3,C-40a81eb1,C-19236709,1052.25,21.04
R-55030cf8,C-40a81eb1,C-fc66f0ab,942.14,18.84
R-f14d053c,C-40a81eb1,C-b5ff31cd,53.19,1.06
R-bebff563,C-40a81eb1,C-5d86b887,360.04,7.2
R-471af254,C-40a81eb1,C-2aaf0e1a,355.61,7.11
R-fa6a340a,C-40a81eb1,C-34ae77b0,10012.4,200.25
R-1a2a75bf,C-40a81eb1,C-d9e9d934,416.03,8.32
R-02d1c414,C-40a81eb1,C-b5282c3b,746.53,14.93
R-94737744,C-40a81eb1,C-d3bb431c,4539.06,90.78
R-b2e25936,C-40a81eb1,C-825b2625,1006.61,20.13
R-82117701,C-40a81eb1,C-90e30162,1113.41,22.27
R-a1b1f213,C-40a81eb1,C-2e349ccd,7507.1,150.14
R-c05f00dc,C-40a81eb1,C-56b68559,1033.13,20.66
R-8ee35576,C-40a81eb1,C-328bd8d3,667.83,13.36
R-3fc6b536,C-40a81eb1,C-841ebdcb,1570.81,31.42
R-9bcf28e8,C-40a81eb1,C-e6dcda92,1282.24,25.64
R-880ddb99,C-40a81eb1,C-594514f8,809.66,16.19
R-985afa1e,C-2c9e75ef,C-927ceb5e,535.94,10.72
R-5c9a7270,C-2c9e75ef,C-56e39a5e,1320.01,26.4
R-301ca87a,C-2c9e75ef,C-73ae5412,1155.04,23.1
R-78790239,C-2c9e75ef,C-4fe0fa24,6609.09,132.18
R-4e6c7c29,C-2c9e75ef,C-451776b7,1174.26,23.49
R-b2c4f391,C-2c9e75ef,C-d80a1e7d,689.34,13.79
R-3809b2f2,C-2c9e75ef,C-c92599e2,1504.33,30.09
R-76d9d064,C-2c9e75ef,C-731988ba,2494.21,49.88
R-83cbeb27,C-2c9e75ef,C-639c5e36,950.15,19.0
R-857dd031,C-2c9e75ef,C-a9f2c329,543.09,10.86
R-03ec1b30,C-2c9e75ef,C-c7cacd1d,1156.15,23.12
R-db3d7921,C-2c9e75ef,C-ef47bdcd,465.05,9.3
R-07cc5c04,C-2c9e75ef,C-84f378bb,113.1,2.26
R-54506058,C-2c9e75ef,C-c4565ee8,855.84,17.12
R-e414908d,C-2c9e75ef,C-6ea51d66,1354.69,27.09
R-73bf4d54,C-2c9e75ef,C-ff8c0c3c,297.54,5.95
R-8fdff50b,C-2c9e75ef,C-e5bfb4e5,737.9,14.76
R-88be4ec6,C-2c9e75ef,C-3dbd8b2e,1480.19,29.6
R-d671dd0c,C-2c9e75ef,C-7212cebe,668.95,13.38
R-be402870,C-2c9e75ef,C-b6e04c88,450.7,9.01
R-1b34c21b,C-2c9e75ef,C-01660979,1327.05,26.54
R-7b967a65,C-2c9e75ef,C-f8f01604,6753.71,135.07
R-6cc04ba7,C-2c9e75ef,C-280b55fb,864.03,17.28
R-b0e58a5d,C-2c9e75ef,C-f5ed4c15,7550.32,151.01
R-17959662,C-2c9e75ef,C-6df8beaf,501.17,10.02
R-01b6e374,C-2c9e75ef,C-2bd47dc5,1323.45,26.47
R-bf178cf6,C-2c9e75ef,C-b25a09de,1049.19,20.98
R-a484736d,C-2c9e75ef,C-419cd14c,419.29,8.39
R-b377efd2,C-2c9e75ef,C-9bbf5d8a,1016.34,20.33
R-0569cafc,C-2c9e75ef,C-40a81eb1,1479.33,29.59
R-d6eee989,C-2c9e75ef,C-03bb3e48,687.88,13.76
R-4400f474,C-2c9e75ef,C-19236709,448.4,8.97
R-18e69a70,C-2c9e75ef,C-fc66f0ab,607.65,12.15
R-574f30c3,C-2c9e75ef,C-b5ff31cd,1457.08,29.14
R-cd40b0a3,C-2c9e75ef,C-5d86b887,1151.81,23.04
R-2a628853,C-2c9e75ef,C-2aaf0e1a,1123.72,22.47
R-d7db30d1,C-2c9e75ef,C-34ae77b0,8557.13,171.14
R-974c21e5,C-2c9e75ef,C-d9e9d934,1205.44,24.11
R-70e1a1d2,C-2c9e75ef,C-b5282c3b,814.57,16.29
R-606243be,C-2c9e75ef,C-d3bb431c,5850.04,117.0
R-ddae5148,C-2c9e75ef,C-825b2625,510.4,10.21
R-39ef4a80,C-2c9e75ef,C-90e30162,517.1,10.34
R-601ecb6b,C-2c9e75ef,C-2e349ccd,8761.7,175.23
R-98c96c74,C-2c9e75ef,C-56b68559,668.11,13.36
R-9d0d552b,C-2c9e75ef,C-328bd8d3,817.86,16.36
R-52a848cc,C-2c9e75ef,C-841ebdcb,446.12,8.92
R-ea2d09d2,C-2c9e75ef,C-e6dcda92,370.26,7.41
R-4c56fb2a,C-2c9e75ef,C-594514f8,717.33,14.35
R-dc4a95bc,C-03bb3e48,C-927ceb5e,366.88,7.34
R-ddac5f58,C-03bb3e48,C-56e39a5e,1994.61,39.89
R-a51bd34b,C-03bb3e48,C-73ae5412,1323.9,26.48
R-99fc945b,C-03bb3e48,C-4fe0fa24,5979.97,119.6
R-858d557e,C-03bb3e48,C-451776b7,1385.36,27.71
R-797b4fe6,C-03bb3e48,C-d80a1e7d,663.33,13.27
R-790c0bcd,C-03bb3e48,C-c92599e2,2123.45,42.47
R-c6f8e036,C-03bb3e48,C-731988ba,2995.85,59.92
R-641f7e46,C-03bb3e48,C-639c5e36,769.05,15.38
R-ffa2660a,C-03bb3e48,C-a9f2c329,403.56,8.07
R-dcbddbb7,C-03bb3e48,C-c7cacd1d,932.44,18.65
R-c9fb5579,C-03bb3e48,C-ef47bdcd,616.25,12.32
R-bd810337,C-03bb3e48,C-84f378bb,576.9,11.54
R-a3eb6c09,C-03bb3e48,C-c4565ee8,775.88,15.52
R-da652dd4,C-03bb3e48,C-6ea51d66,1202.62,24.05
R-096f2651,C-03bb3e48,C-ff8c0c3c,447.87,8.96
R-128e4f46,C-03bb3e48,C-e5bfb4e5,345.19,6.9
R-2cf2a399,C-03bb3e48,C-3dbd8b2e,1255.09,25.1
R-83e4afd1,C-03bb3e48,C-7212cebe,260.56,5.21
R-34abf26b,C-03bb3e48,C-b6e04c88,563.66,11.27
R-603ebf51,C-03bb3e48,C-01660979,1189.15,23.78
R-c3729737,C-03bb3e48,C-f8f01604,6450.44,129.01
R-abbf83d1,C-03bb3e48,C-280b55fb,754.57,15.09
R-5cb512de,C-03bb3e48,C-f5ed4c15,6871.61,137.43
R-4c49df96,C-03bb3e48,C-6df8beaf,456.29,9.13
R-33d539f6,C-03bb3e48,C-2bd47dc5,1185.3,23.71
R-3b99b000,C-03bb3e48,C-b25a09de,988.03,19.76
R-ab238e4b,C-03bb3e48,C-419cd14c,1091.49,21.83
R-fbbc2b2b,C-03bb3e48,C-9bbf5d8a,1106.56,22.13
R-f78d0f53,C-03bb3e48,C-40a81eb1,1300.45,26.01
R-5490d8a5,C-03bb3e48,C-2c9e75ef,687.88,13.76
R-89de436a,C-03bb3e48,C-19236709,503.24,10.06
R-5941a689,C-03bb3e48,C-fc66f0ab,449.14,8.98
R-d4294817,C-03bb3e48,C-b5ff31cd,1257.85,25.16
R-621e1bd3,C-03bb3e48,C-5d86b887,1101.87,22.04
R-ff1f3407,C-03bb3e48,C-2aaf0e1a,1000.1,20.0
R-2fc6dacf,C-03bb3e48,C-34ae77b0,8745.64,174.91
R-37fc1cb6,C-03bb3e48,C-d9e9d934,1227.0,24.54
R-2f8939a6,C-03bb3e48,C-b5282c3b,572.66,11.45
R-8900f9f9,C-03bb3e48,C-d3bb431c,5293.08,105.86
R-38961b65,C-03bb3e48,C-825b2625,475.56,9.51
R-8b4e7cd7,C-03bb3e48,C-90e30162,926.26,18.53
R-23eb2a6b,C-03bb3e48,C-2e349ccd,8807.27,176.15
R-e56c34fd,C-03bb3e48,C-56b68559,283.16,5.66
R-ccaa39f5,C-03bb3e48,C-328bd8d3,726.73,14.53
R-2278e851,C-03bb3e48,C-841ebdcb,1110.11,22.2
R-4306d560,C-03bb3e48,C-e6dcda92,330.15,6.6
R-a00ff8f8,C-03bb3e48,C-594514f8,554.39,11.09
R-cad78ef9,C-19236709,C-927ceb5e,155.21,3.1
R-f593217c,C-19236709,C-56e39a5e,1585.58,31.71
R-b0103e7b,C-19236709,C-73ae5412,1507.55,30.15
R-132d8754,C-19236709,C-4fe0fa24,6196.6,123.93
R-c463ce44,C-19236709,C-451776b7,1544.0,30.88
R-bfa68e94,C-19236709,C-d80a1e7d,262.27,5.25
R-f971eb07,C-19236709,C-c92599e2,1655.0,33.1
R-213f3356,C-19236709,C-731988ba,2492.82,49.86
R-4fa122f9,C-19236709,C-639c5e36,1120.7,22.41
R-7b8aaa81,C-19236709,C-a9f2c329,134.12,2.68
R-20c2bd00,C-19236709,C-c7cacd1d,713.2,14.26
R-5f7191f0,C-19236709,C-ef47bdcd,740.01,14.8
R-be6be7d0,C-19236709,C-84f378bb,364.33,7.29
R-4add6abc,C-19236709,C-c4565ee8,428.56,8.57
R-fb0aadc4,C-19236709,C-6ea51d66,931.12,18.62
R-9e9cc6a6,C-19236709,C-ff8c0c3c,192.83,3.86
R-36568dba,C-19236709,C-e5bfb4e5,347.06,6.94
R-246c9d9f,C-19236709,C-3dbd8b2e,1653.37,33.07
R-e2802cdf,C-19236709,C-7212cebe,322.68,6.45
R-5f8d391d,C-19236709,C-b6e04c88,60.43,1.21
R-18965ef0,C-19236709,C-01660979,906.44,18.13
R-bc472ae6,C-19236709,C-f8f01604,6325.2,126.5
R-7e44a2ef,C-19236709,C-280b55fb,429.54,8.59
R-98a5a118,C-19236709,C-f5ed4c15,7191.75,143.84
R-d52fc715,C-19236709,C-6df8beaf,69.24,1.38
R-7e641681,C-19236709,C-2bd47dc5,902.66,18.05
R-132d1044,C-19236709,C-b25a09de,640.97,12.82
R-98098e04,C-19236709,C-419cd14c,723.52,14.47
R-4e70c06b,C-19236709,C-9bbf5d8a,676.23,13.52
R-c2332a62,C-19236709,C-40a81eb1,1052.25,21.04
R-9186d04a,C-19236709,C-2c9e75ef,448.4,8.97
R-3032cbd7,C-19236709,C-03bb3e48,503.24,10.06
R-ef63240c,C-19236709,C-fc66f0ab,171.37,3.43
R-c9cbd2ea,C-19236709,C-b5ff31cd,1025.02,20.5
R-42d36010,C-19236709,C-5d86b887,752.94,15.06
R-2906397d,C-19236709,C-2aaf0e1a,699.7,13.99
R-3c953b02,C-19236709,C-34ae77b0,8964.75,179.3
R-531c5ac7,C-19236709,C-d9e9d934,839.3,16.79
R-7478870d,C-19236709,C-b5282c3b,367.58,7.35
R-023e7179,C-19236709,C-d3bb431c,5410.92,108.22
R-a74dad3f,C-19236709,C-825b2625,67.62,1.35
R-48498705,C-19236709,C-90e30162,431.42,8.63
R-d0a80dfc,C-19236709,C-2e349ccd,8465.88,169.32
R-863d8c02,C-19236709,C-56b68559,308.82,6.18
R-c49e84ad,C-19236709,C-328bd8d3,384.48,7.69
R-4eea0b03,C-19236709,C-841ebdcb,727.03,14.54
R-c0cd8c50,C-19236709,C-e6dcda92,268.65,5.37
R-447677c5,C-19236709,C-594514f8,268.97,5.38
R-746ebe70,C-fc66f0ab,C-927ceb5e,107.61,2.15
R-e14e48c8,C-fc66f0ab,C-56e39a5e,1745.83,34.92
R-74919687,C-fc66f0ab,C-73ae5412,1604.25,32.08
R-cc124923,C-fc66f0ab,C-4fe0fa24,6025.38,120.51
R-c5e60632,C-fc66f0ab,C-451776b7,1647.94,32.96
R-31979631,C-fc66f0ab,C-d80a1e7d,214.42,4.29
R-2a8af0f2,C-fc66f0ab,C-c92599e2,1793.17,35.86
R-72e0499d,C-fc66f0ab,C-731988ba,2581.36,51.63
R-cfc0a711,C-fc66f0ab,C-639c5e36,1156.22,23.12
R-c3d9f83b,C-fc66f0ab,C-a9f2c329,76.48,1.53
R-52212742,C-fc66f0ab,C-c7cacd1d,584.86,11.7
R-b67ea4aa,C-fc66f0ab,C-ef47bdcd,833.76,16.68
R-30242836,C-fc66f0ab,C-84f378bb,512.74,10.25
R-042e208b,C-fc66f0ab,C-c4565ee8,345.86,6.92
R-2f3540c8,C-fc66f0ab,C-6ea51d66,827.53,16.55
R-eb2d25ec,C-fc66f0ab,C-ff8c0c3c,322.52,6.45
R-922c921c,C-fc66f0ab,C-e5bfb4e5,192.86,3.86
R-72f139e1,C-fc66f0ab,C-3dbd8b2e,1674.51,33.49
R-8095c809,C-fc66f0ab,C-7212cebe,207.26,4.15
R-42eaa680,C-fc66f0ab,C-b6e04c88,205.99,4.12
R-c3f99863,C-fc66f0ab,C-01660979,806.87,16.14
R-4afb528e,C-fc66f0ab,C-f8f01604,6198.75,123.98
